,0,1,2,3,4,5,6,7,8,9
64,CS,5787,Deep Learning,Christopher  Kanan,05:55PM,07:30PM,To Be Assigned,"Students will learn deep neural network fundamentals, including, but not limited to, feed-forward neural networks, convolutional neural networks, network architecture, optimization methods, practical issues, hardware concerns, recurrent neural networks, dataset acquisition, dataset bias, adversarial examples, current limitations of deep learning, and visualization techniques. We still study applications to problems in computer vision and to a lesser extent natural language processing and reinforcement learning. There will also be a session on understanding publications in deep learning, which is a critical skill in this fast moving area.",Prerequisite: CS 5785/ECE 5414/ORIE 5750.,Spring.
65,CS,5789,Introduction to Reinforcement Learning,Sarah A Dean,02:45PM,04:00PM,Hollister Hall 110,Reinforcement Learning is one of the most popular paradigms for modelling interactive learning and sequential decision making in dynamical environments. This course introduces the basics of Reinforcement Learning and Markov Decision Process. The course will cover algorithms for planning and learning in Markov Decision Processes. We will discuss potential applications of Reinforcement Learning and their implications. We will study and implement classic Reinforcement Learning algorithms.,Prerequisite: CS 5780.,Spring.
66,CS,5820,Introduction to Analysis of Algorithms,Eshan  Chattopadhyay,09:05AM,09:55AM,Uris Hall G01,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide-and-conquer, dynamic programming, and network flow), undecidability and NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases, approximation algorithms, local search heuristics, and online algorithms).",,"Fall, Spring, Summer."
67,CS,5830,Cryptography,Noah  Stephens-Davidowitz,02:45PM,04:00PM,Kimball Hall B11,"Introductory course in Cryptography. Topics include one-way functions, encryption, digital signatures, pseudo-random number generation, zero-knowledge and basic protocols. The emphasis will be on fundamental notions and constructions with proofs of security based on precise definitions and assumptions.","Prerequisite: CS 2800 or equivalent, CS 4810 or mathematical maturity, or permission of instructor.",Spring.
68,CS,5850,Mathematical Foundations for the Information Age,Robert David Kleinberg,01:30PM,02:20PM,Bill and Melinda Gates Hll G01,"Covers the mathematical foundations for access to information. Topics include high dimensional space, random graphs, singular value decomposition, Markov processes, learning theory, and algorithms for massive data.","Prerequisite: CS 2800, MATH 1910, MATH 1920, MATH 2210 or MATH 2940.",Spring.
69,INFO,1260,Choices and Consequences in Computing,Jon M. Kleinberg,11:20AM,12:10PM,Bailey Hall 101,"Computing requires difficult choices that can have serious implications for real people. This course covers a range of ethical, societal, and policy implications of computing and information. It draws on recent developments in digital technology and their impact on society, situating these in the context of fundamental principles from computing, policy, ethics, and the social sciences. A particular emphasis will be placed on large areas in which advances in computing have consistently raised societal challenges: privacy of individual data; fairness in algorithmic decision-making; dissemination of online content; and accountability in the design of computing systems. As this is an area in which the pace of technological development raises new challenges on a regular basis, the broader goal of the course is to enable students to develop their own analyses of new situations as they emerge at the interface of computing and societal interests.",,Spring.
70,INFO,1300,Introductory Design and Programming for the Web,Royal  Westwater,11:25AM,12:40PM,Olin Hall 165,"The World Wide Web is both a technology and a pervasive and powerful resource in our society and culture. To build functional and effective web sites, students need technical and design skills as well as analytical skills for understanding who is using the web, in what ways they are using it, and for what purposes. In this course, students develop skills in all three of these areas through the use of technologies such as XHTML, Cascading Stylesheets, and PHP. Students study how web sites are deployed and used, usability issues on the web, user-centered design, and methods for visual layout and information architecture. Through the web, this course provides an introduction to the interdisciplinary field of information science.",,"Fall, Spring."
71,INFO,1380,Data Science for All,Sumanta  Basu,10:10AM,11:00AM,Malott Hall 228-Bache Aud,"This course provides an introduction to data science using the statistical programming language R. We focus on building skills in inferential thinking and computational thinking, guided by the practical questions we seek to answer from data sets arising in medicine, economics and other social sciences. The course starts with essential R programming principles, and how to use R for data manipulation, visualization, and sampling. These techniques are then used to summarize and visualize real data sets, draw meaningful conclusions from those data, and assess the uncertainty surrounding those conclusions. Throughout the process, students will learn to develop hypotheses about their data, and use simulations and statistical techniques to test these hypotheses. The course also covers how to use the Tidyverse open-source R packages to clean and organize complex data sets, and create high quality graphics for data visualization.",,Spring.
72,INFO,1998,Freshmen Team Projects,Walker Mcmillan White,,,,"Independent work in information science as part of a student-led team project. Intended for freshmen on project teams, project team members in training, and for project team members performing tasks that are not core to information science.",,"Fall, Spring."
73,INFO,2300,Intermediate Design and Programming for the Web,Kyle J. Harms,09:05AM,09:55AM,Uris Hall G01,"Web programming requires the cooperation of two machines: the one in front of the viewer (client) and the one delivering the content (server). INFO 1300 concentrates almost exclusively on the client side. The main emphasis in INFO 2300 is learning about server side processing. Students begin with a short overview of the PHP server-side scripting language, then look at interactions with databases, learning about querying via the database language SQL. Through a succession of projects, students learn how to apply this understanding to the creation of an interactive, data-driven site via PHP and the MYSQL database. Also considered are technologies such as Javascript and Ajax and techniques to enhance security and privacy. Design and usability issues are emphasized. A major component of the course is the creation of a substantial web site.",Prerequisite: INFO 1300.,Spring.
74,INFO,2450,Communication and Technology,Chao  Yu,09:40AM,10:55AM,Morrison Hall B82,Introduces students to the Communication and Information Technologies focus area of the communication department and the Human Systems track for information science. It examines several approaches to understanding technology and its role in human behavior and society. Topics include psychological aspects of computer-mediated communication; how design plays a role in the way we interface with technology and collaborate with each other; and the ways in which communication technology is situated inside social and institutional structures and cultural formations.,,"Fall, Spring, Summer."
75,INFO,2750,Robot Ethics,Park Atkinson Doing,11:25AM,12:40PM,Hollister Hall 110,"Covers the ethics of intelligent autonomous systems. Fulfills liberal studies credit – is not an ECE technical elective. As technologies and algorithms that can autonomously take in information, make decisions, and act on those decisions become more and more prevalent, questions arise as to the moral and ethical aspects of their use. What are the philosophical foundations for a new Robot Ethics? Topics covered include social and therapeutic robotics, search and rescue, surveillance, military decision making, financial markets, social media, robot artists, robot scientists, automation, medical robotics, and policing, among others.",,Spring.
76,INFO,3140,Computational Psychology,Shimon  Edelman,09:40AM,10:55AM,Ives Hall 115,"This course states and motivates the observation that cognition is fundamentally a computational process and explores the implications of this idea. Students are introduced to a variety of conceptual tools for thinking about cognitive information processing, including statistical learning from experience and the use of patterns distilled from past experience in guiding future actions. They learn to apply these tools to gain understanding of perception, memory, motor control, language, action planning, problem solving, decision making, reasoning, intelligence, and creativity.","Prerequisite: one course each in psychology and statistics, or permission of instructor.",Spring.
77,INFO,3152,Introduction to Computer Game Design,Walker Mcmillan White,10:10AM,11:00AM,Upson Hall 142,"A project-based course in which programmers and designers collaborate to make a computer game. This course investigates the theory and practice of developing computer games from a blend of technical, aesthetic, and cultural perspectives. Technical aspects of game architecture include software engineering, artificial intelligence, game physics, computer graphics, and networking. Aesthetic and cultural aspects include art and modeling, sound and music, game balance, and player experience. ",Prerequisite for programmers: CS 2110 or permission of instructor. Prerequisite for designers: INFO 2450 and/or submission of art/design samples to instructor. Corequisite: ENGRC 3152.,Spring.
78,INFO,3200,New Media and Society,Claire  Wardle,08:05AM,09:20AM,Malott Hall 228-Bache Aud,"Media and culture are undergoing a series of transformations as new technologies, new forms of entertainment, new venues for political debate, and new models of public discourse emerge online. This course looks at how the social, political, and cultural landscape is changing in relation to digital media and information technologies. We develop critical resources to better understand the history of these new technologies and communicative forms, the economics behind them, the policies developing around them, and the sociocultural shifts from which they have emerged, and that they have helped provoke. We will aim to discard commonplace assumptions about these tools and phenomena, to ask deeper questions about their impact on society.",,"Spring, Summer."
79,INFO,3350,Text Mining History and Literature,Matthew  Wilkens,09:05AM,09:55AM,Baker Laboratory 335,"The course will introduce methods for computer-assisted analysis of historical text collections. It will cover corpus curation, representing text as data, building statistical models from text, and interpreting results. Statistical and programming concepts will be introduced as needed. The class will also reflect on how computational methods fit with existing practices in the humanities, and how we can use models as complements to our own interpretations. Following the course, students will be able to assist faculty in computer-assisted scholarship.",,Spring.
80,INFO,3450,Human-Computer Interaction Design,Qian  Yang,01:30PM,02:20PM,Hollister Hall B14,"This course focuses on user experience design (UX) and the life cycle of interface design from the user perspective. We will discuss key aspects of the human-centered design process: understanding, analyzing, and formalizing user needs, exploring possible design solutions to address user needs, creating prototypes to externalize design ideas, and evaluating the usability of these prototypes.",,"Fall, Spring, Summer."
81,INFO,4152,Advanced Topics in Computer Game Design,Walker Mcmillan White,09:05AM,09:55AM,Upson Hall 142,"Project-based follow-up course to INFO 3152. Students work in a multidisciplinary team to develop a game that incorporates innovative game mechanics. Advanced topics include nontraditional input schemes, advanced storytelling, social gameplay, and ""serious"" games.  There is a special emphasis on developing games that can be submitted to festivals and competitions, or that can be commercialized. Students may take this course as either a programmer or a designer; the prerequisites differ depending upon the selected track. Contact the instructor for more information.","Prerequisite for programmers: INFO 3152, CS 3300/INFO 3300 or CS 4620 or CS 4700 or CS 5414 or permission of the instructor. Prerequisite for designers: INFO 3152 and INFO 3450, or permission of the instructor. Corequisite: ENGRC 4152.",Spring.
82,INFO,4200,Information Policy: Applied Research and Analysis,Tracy Beth Mitrano,11:25AM,12:40PM,Morrill Hall 106,"This course will address a wide range of information policy issues such as privacy, security, antitrust, intellectual property, algorithmic fairness, net neutrality, risk mitigation strategies, and other legal and policy compliance concerns in a simulated project management environment. Patterned on life cycle project management for products and services in contemporary large-scale technology companies, students will adopt specific topic areas for applied research and analysis working dynamically with other team members. Course outcomes include conducting upper-level research in specific information policy domains, experiential group dynamics, persuasive analytic presentations, fundamentals of project management in the technology sector, and insights into corporate hierarchies, organization, and functionalities.","Prerequisite: INFO 1200 or INFO 1260, or permission of instructor.",Spring.
83,INFO,4220,Networks II: Market Design,Cristobal  Cheyre Forestier,09:40AM,10:55AM,Hollister Hall B14,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.","Prerequisite: INFO 2040, CS 2800 or equivalent.",Spring.
84,INFO,4310,Interactive Information Visualization,Jeff  Rzeszotarski,11:20AM,12:10PM,Upson Hall 222,"This course explores a variety of techniques for making appealing and convincing representations of digital data. Students will build a toolbox of techniques for representing information, explore ways for making visualizations interactive, investigate how cognition makes data easy or hard to understand, and use their web development and data-scraping abilities to construct new visualizations. Projects centered around current issues will allow students to make use of their new knowledge both individually and in groups, and in-class critique sessions will refine their understanding of what makes for successful and unsuccessful designs.",Prerequisite: INFO 3300/CS 3300 or INFO 5100 or permission of instructor.,Spring.
85,INFO,4320,Introduction to Rapid Prototyping and Physical Computing,Cheng  Zhang,02:40PM,05:10PM,Upson Hall 142,"This class provides an introduction to modern rapid prototyping techniques such as laser cutting, 3D printing and microcontroller programming (such as the Arduino system). Using these tools, small multidisciplinary groups conduct the hardware project of their choice exploring topics as varied as: Universal Access, tangible interfaces, toys, personal or medical assistants and new musical instruments.",Prerequisite: INFO 2300. ,"Fall, Spring."
86,INFO,4340,App Design and Prototyping,Kyle J. Harms,09:40AM,10:55AM,Phillips Hall 203,"In this studio course, students will work in teams to complete a semester long project. Students will gain practical experience and confidence applying the user-centered design process to design, evaluate, and code a high-fidelity prototype app. Through the project, students will learn how design effective graphical user interfaces using affordances, user feedback, and common interface widgets. This course has a significant software development focus, exposing students to software development methods and tools necessary for developing high-fidelity interactive software prototypes. This includes employing widget libraries, event-based programming, data stubs, Git work-flows, basic command line usage, and debugging.",Prerequisite: INFO 2300/CS 2300 or equivalent programming experience. Corequisite: COMM 3450 or equivalent experience.,"Fall, Spring."
87,INFO,4400,Qualitative User Research and Design Methods,Gilly  Leshed,09:40AM,10:55AM,Upson Hall 142,"This upper-level course provides an in-depth understanding of and experience with advanced concepts and techniques for researching, ideating, critiquing, designing, prototyping, and evaluating interactive technologies intended for people to use and incorporate in their lives. The course focuses on advanced user research and design methods.",Prerequisite: COMM 3450/INFO 3450/INFO 5355 or permission of instructor.,Spring.
88,INFO,4420,Human Computer Interaction Studio,Francois V. Guimbretiere,11:20AM,02:20PM,Frank H T Rhodes Hall 100,This course will introduce User Experience design technique taught in a Studio. Students will work on a series of design studies and a semester long design project exploring advanced User Interaction design techniques. The course is designed to help students start a design portfolio to reflect their work. Students will be expected to buy small art supplies.,Prerequisite: INFO 3450 or equivalent.,Spring.
89,INFO,4430,Teams and Technology,Malte F Jung,02:40PM,03:30PM,Klarman Hall KG70,"This course is designed to provide students with an understanding of research, design, and management of teams whose work and interactions are influenced by technology. Key questions that are addressed include: How does technology influence teamwork? How do we design technology to support teamwork? How do we build effective teams and team interactions for teams that work face to face or online? To address these questions the course will draw primarily from literature in organizational behavior, social psychology, design and human computer interaction. Group exercises will be used to actively build teamwork and team-leadership skills. Topics will include group effectiveness, human robot teamwork, group composition, computer supported collaboration, conflict, group dynamics, temporal issues in groups, geographically distributed teams, and measurement issues of group dynamics and performance.",,Spring.
90,INFO,4450,Computer-Mediated Communication,Susan R. Fussell,02:45PM,04:00PM,Upson Hall 142,"For description, see COMM 4450.",Prerequisite: COMM 2450/INFO 2450 or permission of instructor.,Spring.
91,INFO,4490,Social Behavior and Technology,Natalie  Bazarova,01:00PM,02:15PM,Bradfield Hall 101,"This course explores personal connections in the digital age, and how information and communication technologies impact our lives and relationships. It focuses on how people manage interactions and identities, develop and maintain relationships, accomplish social goals, create shared meanings, and engage in collaboration and conflict in social media. Emphasis will be placed on how current thinking in relational communication can explain and anticipate interpersonal dynamics on the Internet, but also on how online behaviors may challenge traditional principles of human communication. A major part of the course is a semester-long research project in which students working in small groups design, run, and present their own empirical study of personal relationships and technology.",Prerequisite: COMM 2820 or COMM 2450 or INFO 2450.,Spring.
92,INFO,4561,Evaluation and Society,Malte  Ziewitz,11:20AM,01:15PM,Morrill Hall 423,"Evaluation is a pervasive feature of contemporary life. Professors, doctors, countries, hotels, pollution, books, intelligence: there is hardly anything that is not subject to some form of review, rating, or ranking these days. This senior seminar examines the practices, cultures, and technologies of evaluation and asks how value is established, maintained, compared, subverted, resisted, and institutionalized in a range of different settings. Topics include user reviews, institutional audit, ranking and commensuration, algorithmic evaluation, tasting, gossip, and awards. Drawing on case studies from science, technology, culture, accounting, art, environment, and everyday life, we shall explore how evaluation comes to order our lives – and why it is so difficult to resist.",,Spring.
93,INFO,4800,Behavioral Science Interventions,Rene  Kizilcec,10:10AM,11:00AM,Comstock Hall-Academic II B106,"""There is nothing as practical as a good theory,"" Kurt Lewin wrote. Today behavioral scientists build on social scientific theories about human behavior to develop new intervention approaches that address major challenges facing our society: poverty, poor health, educational inequalities, and many more. This course is designed as a senior capstone seminar that equips students with the knowledge and skills to analyze social problems, consider the ethical implications of intervention, design and pilot appropriate interventions, implement and test them online, analyze and interpret the results, and present policy-relevant findings. The course combines applied quantitative research methods and applied social behavioral science theories to prepare students for careers in research, data science, consulting, and policy evaluation.",Prerequisite: COMM 2760 or INFO 2450 or PSYCH 2800 or approved introductory social science theory course.,Spring.
94,INFO,4900,Independent Reading and Research,Erik L Andersen,,,To Be Assigned,Independent reading and research for undergraduates.,,"Fall, Spring."
95,INFO,4910,Teaching in Information Science,Erik L Andersen,,,,"Involves working as a teaching assistant in a course in the information science or information science, systems, and technology major.",,"Fall, Spring."
96,INFO,4940,Special Topics in Information Science,Sharlane S. Cleare,01:00PM,02:15PM,Frank H T Rhodes Hall 253,"Study of topics not currently covered in INFO offerings, as determined by faculty and student interest.",,"Fall, Spring."
97,INFO,4997,Practical Training in Information Science,David B. Shmoys,,,,"This independent study course offers IS majors (i.e., undergraduates whose applications to affiliate with the IS major have been approved) an opportunity to reflect on concepts from information science as they were encountered and applied in a recent internship. Students write a short paper describing their work experience and how it connects to the educational objectives of the information science major.",,"Fall, Spring."
98,INFO,4998,Team Projects,Walker Mcmillan White,,,,Advanced independent work in information science as part of a student-led team project. Students must make individual arrangements with a faculty sponsor. Students are expected to spend 3-4 hours per week per credit hour working on the project.,,"Fall, Spring."
99,INFO,5000,Practical Training in Information Science for International Students,Gilly  Leshed,,,,This independent study course offers IS MPS Grad Students an opportunity to reflect on concepts from information science as they were encountered and applied in a recent internship. Students write a short paper describing their work experience and how it connects to the educational objectives of the information science major.,,"Fall, Spring."
100,INFO,5152,Advanced Topics in Computer Game Design,Walker Mcmillan White,09:05AM,09:55AM,Upson Hall 142,"Students work in a multidisciplinary team to develop a game that incorporates innovative game mechanics. Advanced topics include nontraditional input schemes, advanced storytelling, social gameplay, and ""serious"" games.  There is a special emphasis on developing games that can be submitted to festivals and competitions, or that can be commercialized. Students may take this course as either a programmer or a designer; the prerequisites differ depending upon the selected track. Contact the instructor for more information.","Prerequisite for programmers: INFO 3152, CS 3300/INFO 3300 or CS 4620 or CS 4700 or CS 5414 or permission of the instructor. Prerequisite for designers: INFO 3152 and INFO 3450, or permission of the instructor. Corequisite: ENGRC 5152 .",Spring.
101,INFO,5200,Information Policy: Applied Research and Analysis,Tracy Beth Mitrano,11:25AM,12:40PM,Morrill Hall 106,"This course will address a wide range of information policy issues such as privacy, security, antitrust, intellectual property, algorithmic fairness, net neutrality, risk mitigation strategies, and other legal and policy compliance concerns in a simulated project management environment. Patterned on life cycle project management for products and services in contemporary large-scale technology companies, students will adopt specific topic areas for applied research and analysis working dynamically with other team members. Course outcomes include conducting upper-level research in specific information policy domains, experiential group dynamics, persuasive analytic presentations, fundamentals of project management in the technology sector, and insights into corporate hierarchies, organization, and functionalities.",,Spring.
102,INFO,5303,Privacy in the Digital Age,Helen  Nissenbaum,11:25AM,12:40PM,Tata Innovation Center 141X,"This course introduces students to privacy technologies and surveys the current state of digital privacy from multiple perspectives, including technology, law, policy, ethics, economics, and surveillance.",,Spring.
103,INFO,5304,Data Science in the Wild,Rajalakshmi  Nandakumar,09:40AM,10:55AM,Bloomberg Center 131,"Massive amounts of data are collected by many companies and organizations and the task of a data scientist is to extract actionable knowledge from the data – for scientific needs, to improve public health, to promote businesses, for social studies and for various other purposes. This course will focus on the practical aspects of the field and will attempt to provide a comprehensive set of tools for extracting knowledge from data.",,Spring.
104,INFO,5305,User Experience and User Research,Shiri  Azenkot,11:25AM,12:40PM,Bloomberg Center 161X,"This course takes a deep dive into the user experience (UX) lifecycle--from conceiving an idea for a product to evaluating a prototype--and user research methods. We will cover techniques for understanding your target users (e.g., observations and interviews) and designing and evaluating your prototypes (e.g., lab studies and walkthroughs). If you have taken a human computer interaction class before, many of these techniques will be familiar. Our goal in this course is to go deeper, help you gain more practice and expertise so that you will be ready to apply what you learn when you graduate. The course lectures will cover the theory, history, and practical aspects of UX and user research methods. Student deliverables include many short in-class exercises and weekly homework assignments.",,Spring.
105,INFO,5311,Interactive Information Visualization,Jeff  Rzeszotarski,11:20AM,12:10PM,Upson Hall 222,"This course explores a variety of techniques for making appealing and convincing representations of digital data. Students will build a toolbox of techniques for representing information, explore ways for making visualizations interactive, investigate how cognition makes data easy or hard to understand, and use their web development and data-scraping abilities to construct new visualizations. Projects centered around current issues will allow students to make use of their new knowledge both individually and in groups, and in-class critique sessions will refine their understanding of what makes for successful and unsuccessful designs.",Prerequisite: INFO 5100 or permission of instructor. ,Spring.
106,INFO,5321,Introduction to Rapid Prototyping and Physical Computing,Cheng  Zhang,02:40PM,05:10PM,Upson Hall 142,"This class provides an introduction to modern rapid prototyping techniques such as laser cutting, 3D printing and microcontroller programming (such as the Arduino system). Using these tools, small multidisciplinary groups conduct the hardware project of their choice exploring topics as varied as: Universal Access, tangible interfaces, toys, personal or medical assistants and new musical instruments.",,"Fall, Spring."
107,INFO,5330,"Technology, Media, and Democracy",Justin Alan Hendrix,02:45PM,04:00PM,Bloomberg Center 161X,"This course evaluates the role of the information ecosystem in contributing to the health of our society with the goal of developing ideas and tools that can help citizens be equipped with the knowledge and information required to address the challenges that we face. Specifically, the course examines the socio-technical aspects of our information ecosystem and how they may hinder, or challenge, the functions of society in particular in representative democracies such as the United States. Key topics include (a) how the design of platforms, algorithms, monetary models, and online communities impacts our information ecosystem; (b) the challenges for credible and trustworthy information ecosystem and how can they be addressed; (c) the breadth of abuse and adversary online from mis- and disinformation to online harassment, including the types of abuse, the adversarial actors online, what are they goals, methods, and how they can be countered.",,Spring.
108,INFO,5355,Human Computer Interaction Design,Qian  Yang,01:30PM,02:20PM,Hollister Hall B14,"This course focuses on user experience design (UX) and the life cycle of interface design from the user perspective. We will discuss key aspects of the human-centered design process: understanding, analyzing, and formalizing user needs, exploring possible design solutions to address user needs, creating prototypes to externalize design ideas, and evaluating the usability of these prototypes. 
 ",,"Fall, Spring, Summer."
109,INFO,5375,Machine Learning for Health,Fei  Wang,09:40AM,10:55AM,Bloomberg Center 161X,"This course introduces students the various real-world health related problems such as patient screening, risk modeling, disease subtyping and precision medicine, along with their associated data, such as patient clinical records, medical images, physiological and vital signals from wearable sensors, multi-omics, etc. and how to use appropriate machine learning algorithms to analyze these data and help with the corresponding real-world health problems. The machine learning techniques involved in this class include classic supervised and unsupervised learning, network analysis, probabilistic modeling, deep learning, transfer learning, federated learning, algorithmic fairness and interpretability. We will also invite clinicians or researchers working in the health industry to deliver guest lecturers in the class. The students will gain hands-on experience on analyzing real world health data during course assignments and projects.","Prerequisite: basic knowledge of machine learning, algorithms and python programming.",Spring.
110,INFO,5400,Qualitative User Research and Design Methods,Gilly  Leshed,09:40AM,10:55AM,Upson Hall 142,"This upper-level course provides an in-depth understanding of and experience with advanced concepts and techniques for researching, ideating, critiquing, designing, prototyping, and evaluating interactive technologies intended for people to use and incorporate in their lives. The course focuses on advanced user research and design methods.",Prerequisite: INFO 5355 or permission of instructor.,Spring.
111,INFO,5420,Urban Design Strategies and Case Studies,Yasmeen Ahmed Pattie,09:40AM,10:55AM,Bloomberg Center 71,"The course will ground students in the basics of urban and spatial design practices as well as the surrounding environmental, sociological, political, and economic dimensions. This course will use primary and secondary source material and theoretical and empirical works to understand cities as complex interrelated environments.  Students will learn about the multidimensional drivers that shape the urban systems and built environment that form our cities.  The course will teach students how to analyze and transform urban environments to create livable and sustainable cities for future generations. The course will also contribute a design perspective for the program: project based, empirical, iterative, situated, and integrative. The course uses New York City as a real-world laboratory and augments foundational and theoretical examples with case studies of successful and unsuccessful initiatives. Students will develop projects that address urgent urban challenges such as sustainability, infrastructure, resiliency, mobility, affordability, access, and equity and will propose forward-thinking and technologically driven design approaches to urban challenges.",Prerequisite: INFO 5410.,Spring.
112,INFO,5431,Teams and Technology,Malte F Jung,02:40PM,03:30PM,Klarman Hall KG70,"This course is designed to provide students with an understanding of research, design, and management of teams whose work and interactions are influenced by technology. Key questions that are addressed include: How does technology influence teamwork? How do we design technology to support teamwork? How do we build effective teams and team interactions for teams that work face to face or online? To address these questions the course will draw primarily from literature in organizational behavior, social psychology, design and human computer interaction. Group exercises will be used to actively build teamwork and team-leadership skills. Topics will include group effectiveness, human robot teamwork, group composition, computer supported collaboration, conflict, group dynamics, temporal issues in groups, geographically distributed teams, and measurement issues of group dynamics and performance.",,Spring.
113,INFO,5440,App Design and Prototyping,Kyle J. Harms,09:40AM,10:55AM,Phillips Hall 203,"In this studio course, students will work in teams to complete a semester long project. Students will gain practical experience and confidence applying the user-centered design process to design, evaluate, and code a high-fidelity prototype app. Through the project, students will learn how design effective graphical user interfaces using affordances, user feedback, and common interface widgets. This course has a significant software development focus, exposing students to software development methods and tools necessary for developing high-fidelity interactive software prototypes. This includes employing widget libraries, event-based programming, data stubs, Git work-flows, basic command line usage, and debugging.",,"Fall, Spring."
114,INFO,5450,Computer-Mediated Communication,Susan R. Fussell,02:45PM,04:00PM,Upson Hall 142,"For description, see COMM 4450. ",Prerequisite: COMM 2450/INFO 2450 or permission of instructor. ,Spring.
115,INFO,5455,"Smart Cities: Requirements, Ambitions, and Limitations",Anthony Michael Townsend,11:25AM,12:40PM,Bloomberg Center 81,"The smart cities movement was born during the Global Financial Crisis of 2007-8. When multinationals slashed spending on IT, governments ramped up stimulus spending. Big vendors like IBM, Cisco, and Siemens seized the opportunity to port enterprise tech to the municipal sector. This project didn't get far. While there have been successes, city governments were slow to define and procure smart cities solutions. And the context changed. Consumer tech innovation raced ahead, drawing a new group of giant firms into the fray. They brought new technologies, but also more money, new business models, and more aggressive approaches to government affairs and deregulation. This shift from smart cities to urban tech is ongoing and defines the landscape for engineering cyberphysical urban systems today. This course is a survey of smart cities and urban tech for engineers, organized around 12-15 broad technical capabilities that reflect widely-shared views of what this movement seeks to achieve.",,Spring.
116,INFO,5500,Health Tech Clinical Practicum,Tanzeem K. Choudhury,,,,"This course is designed to give students hands on experience applying health tech tools and methods to real world clinical challenges. Students will work (individually or in pairs) with a clinical advisor to assess a particular clinical need for application of digital technology and based on that assessment students will develop a feasibility prototype. Through the implementation process, students will have the opportunity to shadow their clinical advisor in a clinical or research setting.",,Spring.
117,INFO,5800,Behavioral Science Interventions,Rene  Kizilcec,10:10AM,11:00AM,Comstock Hall-Academic II B106,"""There is nothing as practical as a good theory,"" Kurt Lewin wrote. Today behavioral scientists build on social scientific theories about human behavior to develop new intervention approaches that address major challenges facing our society: poverty, poor health, educational inequalities, and many more. This course is designed as a senior capstone seminar that equips students with the knowledge and skills to analyze social problems, consider the ethical implications of intervention, design and pilot appropriate interventions, implement and test them online, analyze and interpret the results, and present policy-relevant findings. The course combines applied quantitative research methods and applied social behavioral science theories to prepare students for careers in research, data science, consulting, and policy evaluation.",Prerequisite: COMM 2760 or INFO 2450 or PSYCH 2800 or approved introductory social science theory course.,Spring.
118,INFO,5900,MPS Project,Sharlane S. Cleare,05:00PM,06:00PM,Upson Hall 142,Independent research for Master of Professional Studies students.,,"Fall, Spring."
119,ECE,1210,The Computing Technology Inside Your Smartphone,David H. Albonesi,11:25AM,12:40PM,Upson Hall 142,,,
120,ECE,2100,Introduction to Circuits for Electrical and Computer Engineers,Carl  Poitras,10:10AM,11:00AM,Phillips Hall 219,"This course is an introduction to electronic circuits. We start with the basic quantities used to characterize circuit operation (like current, voltage, and power) and then enforce several physical laws to form the basis of our approach to circuit analysis. Networks comprising passive circuit elements such as resistors, inductors, and capacitors will be examined under constant dc, transient, and sinusoidal steady-state conditions. Active components including transistors and Op-Amps will be introduced and used to build simple amplifiers and switching power converters. Many of these ideas will be unified mathematically through the use of Laplace transforms and associated transfer functions. In the lab part of the course, we will learn how to use modern instruments to test circuits, and explore the concepts from lecture applied to real circuits. Finally, we will develop some simple modeling software in MATLAB to numerically predict the results from analysis and experiment.",Prerequisite: MATH 1920 or PHYS 1112. Corequisite: MATH 2930 or PHYS 2213.,"Fall, Spring."
121,ECE,2300,Digital Logic and Computer Organization,Zhiru  Zhang,01:00PM,02:15PM,Thurston Hall 205,"This course provides an introduction to the design and implementation of digital circuits and microprocessors. Topics include transistor network design, Boolean algebra, combinational circuits, sequential circuits, finite state machine design, processor pipelines, and memory hierarchy. Design methodology using both discrete components and hardware description languages is covered in the laboratory portion of the course.",Prerequisite: CS 1110 or CS 1112.,"Fall, Spring."
122,ECE,2720,Data Science for Engineers,Aaron B. Wagner,02:45PM,04:00PM,Phillips Hall 101,"An introduction to data science for engineers. The data science workflow: acquisition and cleansing, exploration and modeling, prediction and decision making, visualization and presentation. Techniques for different steps in the workflow including outlier detection, regression, change-point detection, and classification. An introduction to probability, focusing on Gaussian distributions and linear models. Methods for combining domain-agnostic data analysis tools with the types of domain-specific knowledge that are common in engineering. Programming projects in Python.",Prerequisite: MATH 1920 and either CS 1110 or CS 1112.,"Fall, Spring."
