,Unnamed: 0,Dept,Number,Course_Name,Professor,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Median Grade,Semester (Ex: SP21),Pre/Coreqs,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again
72,71.0,CS,5780.0,Introduction to Machine Learning,Christopher De Sa,07:30PM,08:45PM,Statler Hall 185-Aud,"The course provides an introduction to machine learning, focusing on supervised learning and its theoretical foundations. Topics include regularized linear models, boosting, kernels, deep networks, generative models, online learning, and ethical questions arising in ML applications.","Prerequisite: probability theory (e.g. BTRY 3080, ECON 3130, MATH 4710, ENGRD 2700) and linear algebra (e.g. MATH 2940) and calculus (e.g. MATH 1920) and programming proficiency (e.g. CS 2110).","Fall, Spring.",CS 5780,,,[],,,,,,
73,41.0,CS,4783.0,Mathematical Foundations of Machine Learning,Karthik Sridharan,09:40AM,10:55AM,Bill and Melinda Gates Hll G01,"Machine Learning (ML) is a ubiquitous technology. This course, which is a follow up to an introductory course on ML will cover topics that aim to provide a theoretical foundation for designing and analyzing ML algorithms. This course has three basic blocks. First block will provide basic mathematical and statistical toolset required for formalizing ML problems effectively and analyzing them. This block will include topics like generalization, sample complexity of learning algorithm and understanding the inherent challenges in various ML frameworks and models. The second block will provide the foundations in algorithms design and optimization techniques required for building and analyzing various ML algorithms. This block will cover topics like gradient descent, stochastic gradient descent, algorithm design for online learning and computational challenges in ML. ML algorithms are deployed in real world and make decisions that affect real world users. The third block, will cover topics on how to formally reason about and how to design ML methods that address social and user related concerns that ML algorithms need to deal with. This block will cover topics such as fairness, privacy, the right to be forgotten and other such issues and how to build ML algorithms that address or assuage these concerns.","Prerequisite: CS 4780, CS 4820 or equivalent.",Spring.,CS 4783,,,[],2141165.0,Karthik Sridharan,9.0,2.0,4.5,50.0
74,72.0,CS,5783.0,Mathematical Foundations of Machine Learning,Karthik Sridharan,09:40AM,10:55AM,Bill and Melinda Gates Hll G01,"Machine Learning (ML) is a ubiquitous technology. This course, which is a follow up to an introductory course on ML will cover topics that aim to provide a theoretical foundation for designing and analyzing ML algorithms. This course has three basic blocks. First block will provide basic mathematical and statistical toolset required for formalizing ML problems effectively and analyzing them. This block will include topics like generalization, sample complexity of learning algorithm and understanding the inherent challenges in various ML frameworks and models. The second block will provide the foundations in algorithms design and optimization techniques required for building and analyzing various ML algorithms. This block will cover topics like gradient descent, stochastic gradient descent, algorithm design for online learning and computational challenges in ML. ML algorithms are deployed in real world and make decisions that affect real world users. The third block, will cover topics on how to formally reason about and how to design ML methods that address social and user related concerns that ML algorithms need to deal with. This block will cover topics such as fairness, privacy, the right to be forgotten and other such issues and how to build ML algorithms that address or assuage these concerns.","Prerequisite: CS 4780, CS 4820 or equivalent.",Spring.,CS 5783,,,[],2141165.0,Karthik Sridharan,9.0,2.0,4.5,50.0
75,42.0,CS,4789.0,Introduction to Reinforcement Learning,Sarah Dean,02:45PM,04:00PM,Hollister Hall 110,Reinforcement Learning is one of the most popular paradigms for modelling interactive learning and sequential decision making in dynamical environments. This course introduces the basics of Reinforcement Learning and the Markov Decision Process. The course will cover algorithms for planning and learning in Markov Decision Processes. We will discuss potential applications of Reinforcement Learning and their implications. We will study and implement classic Reinforcement Learning algorithms.,Prerequisite: CS 4780.,Spring.,CS 4789,,,[],,,,,,
76,74.0,CS,5789.0,Introduction to Reinforcement Learning,Sarah Dean,02:45PM,04:00PM,Hollister Hall 110,Reinforcement Learning is one of the most popular paradigms for modelling interactive learning and sequential decision making in dynamical environments. This course introduces the basics of Reinforcement Learning and Markov Decision Process. The course will cover algorithms for planning and learning in Markov Decision Processes. We will discuss potential applications of Reinforcement Learning and their implications. We will study and implement classic Reinforcement Learning algorithms.,Prerequisite: CS 5780.,Spring.,CS 5789,,,[],,,,,,
77,44.0,CS,4820.0,Introduction to Analysis of Algorithms,Eshan Chattopadhyay,09:05AM,09:55AM,Uris Hall G01,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide-and-conquer, dynamic programming, and network flow), undecidability and NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases , approximation algorithms, local search heuristics, and online algorithms).","Prerequisite: CS 2800, CS 3110. ","Fall, Spring, Summer.",CS 4820,B,FA21,[],2592321.0,Eshan Chattopadhyay,1.0,4.0,3.0,100.0
78,75.0,CS,5820.0,Introduction to Analysis of Algorithms,Eshan Chattopadhyay,09:05AM,09:55AM,Uris Hall G01,"Develops techniques used in the design and analysis of algorithms, with an emphasis on problems arising in computing applications. Example applications are drawn from systems and networks, artificial intelligence, computer vision, data mining, and computational biology. This course covers four major algorithm design techniques (greedy algorithms, divide-and-conquer, dynamic programming, and network flow), undecidability and NP-completeness, and algorithmic techniques for intractable problems (including identification of structured special cases, approximation algorithms, local search heuristics, and online algorithms).",,"Fall, Spring, Summer.",CS 5820,,,[],2592321.0,Eshan Chattopadhyay,1.0,4.0,3.0,100.0
79,45.0,CS,4830.0,Introduction to Cryptography,Noah Stephens-Davidowitz,02:45PM,04:00PM,Kimball Hall B11,"A rigorous introduction to the theoretical foundations of the cryptography that powers much of the modern world. Topics include one-way functions, secret-key encryption, zero-knowledge proofs, signatures, public-key encryption etc. As this is a theoretical class, the emphasis will be on formal definitions and proofs.",Prerequisite: CS 4820.,Spring.,CS 4830,A,SP21,[],,,,,,
80,76.0,CS,5830.0,Cryptography,Noah Stephens-Davidowitz,02:45PM,04:00PM,Kimball Hall B11,"Introductory course in Cryptography. Topics include one-way functions, encryption, digital signatures, pseudo-random number generation, zero-knowledge and basic protocols. The emphasis will be on fundamental notions and constructions with proofs of security based on precise definitions and assumptions.","Prerequisite: CS 2800 or equivalent, CS 4810 or mathematical maturity, or permission of instructor.",Spring.,CS 5830,,,[],,,,,,
81,46.0,CS,4850.0,Mathematical Foundations for the Information Age,Robert Kleinberg,01:30PM,02:20PM,Bill and Melinda Gates Hll G01,"Covers the mathematical foundations for access to information. Topics include high dimensional space, random graphs, singular value decomposition, Markov processes, learning theory, and algorithms for massive data.","Prerequisite: CS 2800, MATH 1910, MATH 1920, MATH 2210 or MATH 2940.",Spring.,CS 4850,,,[],1398171.0,Robert Kleinberg,10.0,4.6,4.1,83.3333
82,77.0,CS,5850.0,Mathematical Foundations for the Information Age,Robert Kleinberg,01:30PM,02:20PM,Bill and Melinda Gates Hll G01,"Covers the mathematical foundations for access to information. Topics include high dimensional space, random graphs, singular value decomposition, Markov processes, learning theory, and algorithms for massive data.","Prerequisite: CS 2800, MATH 1910, MATH 1920, MATH 2210 or MATH 2940.",Spring.,CS 5850,,,[],1398171.0,Robert Kleinberg,10.0,4.6,4.1,83.3333
83,101.0,CS,7890.0,Seminar in Theory of Algorithms and Computing,Robert Kleinberg,03:45PM,04:35PM,Bill and Melinda Gates Hll 122,"The theory seminar will meet weekly for lectures by graduate students, faculty, and researchers emphasizing work-in-progress and recent results related to theory of computing.",,"Fall, Spring.",CS 7890,,,[],1398171.0,Robert Kleinberg,10.0,4.6,4.1,83.3333
84,47.0,CS,4852.0,Networks II: Market Design,Cristobal Cheyre Forestier,09:40AM,10:55AM,Hollister Hall B14,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.","Prerequisite: INFO 2040, CS 2800 or equivalent.",Spring.,CS 4852,,,[],,,,,,
85,117.0,INFO,4220.0,Networks II: Market Design,Cristobal Cheyre Forestier,09:40AM,10:55AM,Hollister Hall B14,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.","Prerequisite: INFO 2040, CS 2800 or equivalent.",Spring.,INFO 4220,,,[],,,,,,
86,158.0,INFO,6220.0,Networks II: Market Design,Cristobal Cheyre Forestier,09:40AM,10:55AM,Hollister Hall B14,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.","Prerequisite: INFO 2040, CS 2800 or equivalent.",Spring.,INFO 6220,,,[],,,,,,
87,248.0,ECON,3825.0,Networks II: Market Design,Cristobal Cheyre Forestier,09:40AM,10:55AM,Hollister Hall B14,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.","Prerequisite: INFO 2040, CS 2800 or equivalent.",Spring.,ECON 3825,,,[],,,,,,
88,48.0,CS,4997.0,Practical Training in Computer Science,Lillian Lee,,,,"This independent study course offers CS majors (i.e., undergraduates whose applications to affiliate with the CS major have been approved) an opportunity to reflect on concepts from computer science as they were encountered and applied in a recent internship. Students write a short paper describing their work experience and how it connects to the educational objectives of the computer science major.",,"Fall, Spring.",CS 4997,,,[nan],232759.0,Lillian Lee,8.0,4.5,3.4,100.0
89,49.0,CS,4998.0,Team Projects,Kavita Bala,,,,Advanced independent work in computer science as part of a student-led team project. ,,"Fall, Spring.",CS 4998,,,[nan],2148070.0,Kavita Bala,2.0,3.3,2.0,100.0
90,50.0,CS,4999.0,Independent Reading and Research,Wen Sun,,,,Independent reading and research for undergraduates.,,"Fall, Spring.",CS 4999,,,[nan],2702084.0,Wen Sun,1.0,5.0,4.0,100.0
91,53.0,CS,5135.0,Computational Integer Programming,Andrea Lodi,09:40AM,10:55AM,Bloomberg Center 61,"This course in Discrete Optimization is focused on Nondeterministic Polynomial-hard problems but with a very strong focus on the use of Mixed-Integer Linear Programming, general-purpose solvers to attack them.",Prerequisite: ORIE 5380/CS 5727 or some knowledge of linear programming.,Spring.,CS 5135,,,[],,,,,,
92,54.0,CS,5150.0,Software Engineering,Curran Muhlberger,02:45PM,04:00PM,Olin Hall 255,"Introduction to the practical problems of specifying, designing, building, testing, and delivering reliable software systems. Special topics include professionalism, project management, and the legal framework for software development. As a central part of the course, student teams carry out projects for real clients, using concepts of agile software development. Each project includes all aspects of software development from a feasibility study to final delivery.""",Prerequisite: CS 2110 or equivalent experience programming in Java or C++.,Spring.,CS 5150,,,[],2756306.0,Curran Muhlberger,4.0,4.5,3.0,100.0
93,58.0,CS,5304.0,Data Science in the Wild,Rajalakshmi Nandakumar,09:40AM,10:55AM,Bloomberg Center 131,"Massive amounts of data are collected by many companies and organizations and the task of a data scientist is to extract actionable knowledge from the data – for scientific needs, to improve public health, to promote businesses, for social studies and for various other purposes. This course will focus on the practical aspects of the field and will attempt to provide a comprehensive set of tools for extracting knowledge from data.",,Spring.,CS 5304,,,[],,,,,,
94,137.0,INFO,5304.0,Data Science in the Wild,Rajalakshmi Nandakumar,09:40AM,10:55AM,Bloomberg Center 131,"Massive amounts of data are collected by many companies and organizations and the task of a data scientist is to extract actionable knowledge from the data – for scientific needs, to improve public health, to promote businesses, for social studies and for various other purposes. This course will focus on the practical aspects of the field and will attempt to provide a comprehensive set of tools for extracting knowledge from data.",,Spring.,INFO 5304,,,[],,,,,,
95,59.0,CS,5356.0,Building Startup Systems,Danny Aslam-Perez,04:20PM,05:35PM,Bloomberg Center 161X,"This course aims to bridge the gap between academic studies of computer science and production software engineering. The course provides a fast-paced introduction to key tools and techniques that can facilitate the building of prototypes and of actual working systems. It introduces technologies for building Web applications and mobile applications, systems for effective storage of data, and tools that support and ease code writing, such as distributed version-control systems, editors and debuggers.",Prerequisite: CS 2110 or CS 2112.,Spring.,CS 5356,,,[],,,,,,
96,62.0,CS,5412.0,Cloud Computing,Ken Birman,09:40AM,10:55AM,Bill and Melinda Gates Hll G01,"Focuses on cloud computing, large-scale Internet applications, and other practical issues in designing and implementing trustworthy, scalable distributed software.",Prerequisite: CS 4410 or permission of instructor.,Spring.,CS 5412,,,[],351711.0,Ken Birman,30.0,3.2,2.5,50.0
97,63.0,CS,5433.0,"Blockchains, Cryptocurrencies, and Smart Contracts",Ari Juels,04:20PM,05:35PM,Bloomberg Center 131,"Viewed variously as a niche currency for online criminals and a technological threat to the financial industry, Bitcoin has fueled mythmaking, financial speculation, and real technological innovation. We will study both Bitcoin and the technological landscape it has inspired and catalyzed. Topics will include: the mechanics of consensus algorithms, such as Proof of Work and Byzantine Consensus, and their role in blockchains and cryptocurrencies; cryptographic tools employed in cryptocurrencies, including digital signatures algorithm and zero-knowledge proofs; the evolution and mechanics of Bitcoin and its ecosystem; smart contracts; and special topics, such as trusted hardware in blockchain-based systems, smart contracts and real-world contract law, and cryptocurrencies and crime. Grading will be based on homework assignments and a final exam.",,Spring.,CS 5433,,,[],2284945.0,Ari Juels,1.0,5.0,1.0,100.0
98,64.0,CS,5436.0,Privacy in the Digital Age,Helen Nissenbaum,11:25AM,12:40PM,Tata Innovation Center 141X,"This course introduces students to privacy technologies and surveys the current state of digital privacy from multiple perspectives, including technology, law, policy, ethics, economics, and surveillance.",,Spring.,CS 5436,,,[],,,,,,
99,136.0,INFO,5303.0,Privacy in the Digital Age,Helen Nissenbaum,11:25AM,12:40PM,Tata Innovation Center 141X,"This course introduces students to privacy technologies and surveys the current state of digital privacy from multiple perspectives, including technology, law, policy, ethics, economics, and surveillance.",,Spring.,INFO 5303,,,[],,,,,,
100,166.0,INFO,7060.0,Digital Life Research Seminar,Helen Nissenbaum,01:00PM,02:15PM,Bloomberg Center 161X,"This seminar focuses on the societal perspectives on digital technology. Speakers will come from a range of disciplines including computer science, data science, engineering, OR, humanities, social sciences, law, and policy and will present work in progress that considers ethical and political questions related to the design, development, and deployment of digital, computational, and information systems and devices. Topics include accountable algorithms, bias in machine learning, AI and the workplace, privacy, and cybersecurity.",,"Fall, Spring.",INFO 7060,,,[],,,,,,
101,65.0,CS,5625.0,Interactive Computer Graphics,Stephen Marschner,09:40AM,10:55AM,Hollister Hall 372,"Methods for interactive computer graphics, targeting applications including games, visualization, design, and immersive environments. Introduces students to state-of-the-art interactive techniques and programmable shading. Programming assignments use C++ and OpenGL, and students also propose and implement an open-ended final project.",Prerequisite: CS 4620/CS 5620.,Spring.,CS 5625,,,[],,,,,,
102,67.0,CS,5678.0,Topics in Mixed Reality,Harald Haraldsson,11:25AM,12:40PM,Bloomberg Center 161X,"This course explores the field of Mixed Reality through research topics at the intersection of Computer Vision, Computer Graphics, and Human-Computer Interaction. Topics covered may include but not limited to: 3D interaction techniques, remote collaboration, tracking methods, photometric registration, navigation and more. Students will complete a research-oriented project with focus on a selected topic of interest. Deliverables include project proposal, milestones, final report, and other submissions such as software prototypes where applicable.","Prerequisite: CS 5650, INFO 5340, or permission from the instructor.",Spring.,CS 5678,,,[],,,,,,
103,69.0,CS,5726.0,"Learning, Inference, and Decision Making from Data",Nathan Kallus,09:40AM,10:55AM,Bloomberg Center 161X,"This course covers the analysis of data for making decisions with applications to electronic commerce, AI and intelligent agents, business analytics, and personalized medicine. The focus will be on learning good and automated decision policies, inferring causal effects of potential decisions, and interactive and intelligent systems that learn through acting and act to learn. Topics include A/B testing, sequential decision making and bandits, decision theory, risk minimization and generalization, Markov decision processes, reinforcement learning, analysis of observational data, instrumental variable analysis, and algorithmic fairness of personalized decision policies. Students are expected to have taken a first course in machine learning and have working knowledge of calculus, probability, and linear algebra as well as a modern scripting language such as Python.",Prerequisite: ORIE 5750 or CS 5785.,Spring.,CS 5726,,,[],,,,,,
104,73.0,CS,5787.0,Deep Learning,Christopher Kanan,05:55PM,07:30PM,To Be Assigned,"Students will learn deep neural network fundamentals, including, but not limited to, feed-forward neural networks, convolutional neural networks, network architecture, optimization methods, practical issues, hardware concerns, recurrent neural networks, dataset acquisition, dataset bias, adversarial examples, current limitations of deep learning, and visualization techniques. We still study applications to problems in computer vision and to a lesser extent natural language processing and reinforcement learning. There will also be a session on understanding publications in deep learning, which is a critical skill in this fast moving area.",Prerequisite: CS 5785/ECE 5414/ORIE 5750.,Spring.,CS 5787,,,[],,,,,,
105,78.0,CS,5999.0,Master of Engineering Project,Rene Kizilcec,,,,Independent or group project under the direction of a CS field member or researcher. Projects involve the development of a computer science application (software or hardware) useful in exploring and/or solving an engineering problem with a computer science focus.,,"Fall, Spring.",CS 5999,,,[nan],2535524.0,Rene Kizilcec,0.0,0.0,0.0,-1.0
106,127.0,INFO,4800.0,Behavioral Science Interventions,Rene Kizilcec,10:10AM,11:00AM,Comstock Hall-Academic II B106,"""There is nothing as practical as a good theory,"" Kurt Lewin wrote. Today behavioral scientists build on social scientific theories about human behavior to develop new intervention approaches that address major challenges facing our society: poverty, poor health, educational inequalities, and many more. This course is designed as a senior capstone seminar that equips students with the knowledge and skills to analyze social problems, consider the ethical implications of intervention, design and pilot appropriate interventions, implement and test them online, analyze and interpret the results, and present policy-relevant findings. The course combines applied quantitative research methods and applied social behavioral science theories to prepare students for careers in research, data science, consulting, and policy evaluation.",Prerequisite: COMM 2760 or INFO 2450 or PSYCH 2800 or approved introductory social science theory course.,Spring.,INFO 4800,,,[],2535524.0,Rene Kizilcec,0.0,0.0,0.0,-1.0
107,151.0,INFO,5800.0,Behavioral Science Interventions,Rene Kizilcec,10:10AM,11:00AM,Comstock Hall-Academic II B106,"""There is nothing as practical as a good theory,"" Kurt Lewin wrote. Today behavioral scientists build on social scientific theories about human behavior to develop new intervention approaches that address major challenges facing our society: poverty, poor health, educational inequalities, and many more. This course is designed as a senior capstone seminar that equips students with the knowledge and skills to analyze social problems, consider the ethical implications of intervention, design and pilot appropriate interventions, implement and test them online, analyze and interpret the results, and present policy-relevant findings. The course combines applied quantitative research methods and applied social behavioral science theories to prepare students for careers in research, data science, consulting, and policy evaluation.",Prerequisite: COMM 2760 or INFO 2450 or PSYCH 2800 or approved introductory social science theory course.,Spring.,INFO 5800,,,[],2535524.0,Rene Kizilcec,0.0,0.0,0.0,-1.0
108,79.0,CS,6110.0,Advanced Programming Languages,Alexandra Silva,10:10AM,11:00AM,To Be Assigned,"Study of programming paradigms: functional, imperative, concurrent, and probabilistic programming. Mathematical foundations: inductive definitions, fixed points, and formal semantics. Models of programming languages including the lambda calculus. Type systems, polymorphism, modules, and object-oriented constructs. Program transformations, program logic, and applications to programming methodology. ",,Spring.,CS 6110,,,[],,,,,,
109,80.0,CS,6120.0,Advanced Compilers,Adrian Sampson,09:40AM,10:55AM,Bard Hall 140,"This is a hands-on course about implementing programming languages. It covers intermediate representations, classic optimization, runtime systems, and more advanced techniques such as parallelization, just-in-time compilation, and garbage collection. Course work consists of reading and discussing both classic and modern research papers and implementation projects based on the LLVM compiler infrastructure.",Prerequisite: CS 4120 or CS 5120.,Fall.,CS 6120,,,[],,,,,,
110,92.0,CS,7194.0,Great Works in Programming Languages,Adrian Sampson,01:30PM,02:20PM,Bill and Melinda Gates Hll 310,"This seminar covers classic papers in the area of programming languages. The goal is to give students an in-depth introduction to some of the most important ideas in the field, to provide a foundation for advanced research. Participants will be expected to read one or two papers each week, and to lead one presentation each semester. The seminar is open to everybody interested in programming languages. First and second-year graduate students are especially encouraged to participate.",,Spring.,CS 7194,,,[],,,,,,
111,81.0,CS,6156.0,Runtime Verification,Owolabi Legunsen,02:45PM,04:00PM,Bard Hall 140,"Runtime Verification (RV) is a lightweight formal method for checking program executions against specifications. Foundations, algorithms, and tools for major approaches to RV will be covered, including monitor synthesis, specification languages, parametric monitoring, monitorability, instrumentation, and static analysis for reducing RV overhead. Students will become familiar with recent research results and challenges in RV, gain experience with RV tools, and conduct a research project.",Prerequisite: graduate standing in CS or CS majors with CS 3110 grade of B+ or better.,Spring.,CS 6156,,,[],,,,,,
112,82.0,CS,6210.0,Matrix Computations,Anil Damle,01:00PM,02:15PM,Upson Hall 216,"Stable and efficient algorithms for linear equations, least squares, and eigenvalue problems. Direct and iterative methods are considered. Numerical programming is used extensively.",Prerequisite: MATH 4310 or permission of instructor.,Spring.,CS 6210,,,[],2473568.0,Anil Damle,4.0,5.0,3.0,100.0
113,93.0,CS,7290.0,Seminar on Scientific Computing and Numerics,Anil Damle,01:30PM,02:20PM,Bill and Melinda Gates Hll G11,"Talks on various methods in scientific computing, the analysis of their convergence properties and computational efficiency, and their adaptation to specific applications.",,"Fall, Spring.",CS 7290,,,[],2473568.0,Anil Damle,4.0,5.0,3.0,100.0
114,83.0,CS,6382.0,Data Science for Social Change,Emma Pierson,02:45PM,04:00PM,Online Meeting,"This seminar will discuss 1) how to do academic research which accomplishes social change and 2) how to increase the impact of academic research by writing about findings to a mass audience and to policymakers. Each week, we will spend one lecture discussing academic papers which accomplished social change and one lecture discussing writing for a mass audience. The seminar will feature guest lecturers from academia and journalism, and students will work on a final writing project which communicates research findings to a mass audience.",,Spring.,CS 6382,,,[],,,,,,
115,84.0,CS,6682.0,Computation for Content Creation,Abe Davis,02:45PM,04:00PM,Upson Hall 216,"This course will focus on computational tools and methods for content creation in different domains. We will cover methods used in interactive artistic applications (visual arts, film, music, video games) as well as domains where complete automation is the goal (e.g., photometric reconstruction and image-based rendering, data augmentation). The course will involve a mix of lectures given by the instructor and presentations/discussions about research papers that will be assigned to students. Topics will include: different representations of images (e.g., vector and raster graphics), 3D models (e.g., surface manifolds vs volumetric representations), and audio (e.g., time signals vs short-time spectra), as well as parametric control of these representations and their relation to other types of data.","Prerequisite: Python; MATH 2210, CS 2110, or CS 2112. Recommended prerequisite: MATH 2230, and/or CS 3110, and/or demonstrated knowledge of Javascript and basic Signal Processing.",Spring.,CS 6682,,,[],2627091.0,Abe Davis,2.0,3.5,3.5,50.0
116,85.0,CS,6740.0,Advanced Language Technologies,Claire Cardie,01:00PM,02:15PM,Upson Hall 216,"Graduate-level introduction to technologies for the computational treatment of information in human-language form, covering modern natural-language processing (NLP) and/or information retrieval (IR). Possible topics include language modeling, word embeddings, text categorization and clustering, information extraction, computational syntactic and semantic formalisms, grammar induction, machine translation, latent semantic analysis (LSI), and clickthrough data for web search.","Prerequisite: CS 2110 or equivalent, a course in artificial intelligence or any relevant subfield (e.g., NLP, information retrieval, machine learning, Cornell CS courses numbered 47xx or 67xx). Proficiency with using machine learning tools (e.g., fluency at training an SVM, comfort with assessing a classifier's performance using cross-validation).",Spring.,CS 6740,,,[],521940.0,Claire Cardie,12.0,3.6,2.8,75.0
117,99.0,CS,7794.0,Seminar in Natural Language Understanding,Claire Cardie,01:30PM,02:20PM,Bill and Melinda Gates Hll 310,"This course, the NLP seminar, is a weekly meeting for people currently or soon to be actively doing research in NLP. (Students simply looking to learn more about NLP should not enroll, but should take one of our lecture courses instead.) One participant leads discussion each week, either of a recently published paper or of their own work in progress. Attendance at all sessions is mandatory.",,"Fall, Spring.",CS 7794,,,[],521940.0,Claire Cardie,12.0,3.6,2.8,75.0
118,159.0,INFO,6300.0,Advanced Language Technologies,Claire Cardie,01:00PM,02:15PM,Upson Hall 216,"Graduate-level introduction to technologies for the computational treatment of information in human-language form, covering modern natural-language processing (NLP) and/or information retrieval (IR). Possible topics include language modeling, word embeddings, text categorization and clustering, information extraction, computational syntactic and semantic formalisms, grammar induction, machine translation, latent semantic analysis (LSI), and clickthrough data for web search.",,Spring.,INFO 6300,,,[],521940.0,Claire Cardie,12.0,3.6,2.8,75.0
119,86.0,CS,6741.0,Topics in Natural Language Processing and Machine Learning,Alexander Rush,01:00PM,02:30PM,Bill and Melinda Gates Hll G11,"Robust language understanding has the potential to transform how we interact with computers, extract information from text and study language on large scale. This research-oriented course examines machine learning and inference methods for recovering language structure and meaning. Possible topics include structured prediction and deep learning, methods for situated language understanding, language grounding, and learning to generate text.","Prerequisite: CS 2110 or equivalent programming experience, CS 4780/CS 5780 or CS 6780 or equivalent.","Fall, Spring.",CS 6741,,,[],,,,,,
120,87.0,CS,6751.0,Robot Manipulation,Tapomayukh Bhattacharjee,01:00PM,02:15PM,Olin Hall 245,"Robot manipulation is the ability for a robot to interact physically with objects in the world and manipulate them towards completing a task. It is one of the greatest technical challenges in robotics, due primarily to the interplay of uncertainty about the world and clutter within it. As robots become integrated into complex human environments, robot manipulation is increasingly necessary to assist humans in these unstructured environments. Robotic manipulation will enable applications like personal assistant robots in the home and factory worker robots in advanced manufacturing. This course covers the fundamental theory, concepts, and systems of robot manipulation, including both software and hardware.","Prerequisite: MATH 4310 or equivalent, MATH 4720, proficiency in C++ or Python. Recommended prerequisite for undergraduates: MAE 4180 or CS 4750/CS 5750/MAE 4760/ECE 4770. Familiarity with ROS is required.",Spring.,CS 6751,,,[],,,,,,
121,100.0,CS,7796.0,Robotics Seminar,Tapomayukh Bhattacharjee,02:40PM,03:30PM,Bill and Melinda Gates Hll 122,Informal seminar in which current topics in robotics are discussed.,,"Fall, Spring.",CS 7796,,,[],,,,,,
122,88.0,CS,6764.0,Reasoning about Knowledge,Joe Halpern,01:00PM,02:15PM,Online Meeting,"Knowledge plays a crucial role in distributed systems, game theory, and artificial intelligence. Material examines formalizing reasoning about knowledge and the extent to which knowledge is applicable to those areas. Issues include common knowledge, knowledge-based programs, applying knowledge to analyzing distributed systems, attainable states of knowledge, modeling resource-bounded reasoning, and connections to game theory.",,Spring.,CS 6764,,,[],,,,,,
123,89.0,CS,6784.0,Advanced Topics in Machine Learning,Kilian Weinberger,02:45PM,04:00PM,Upson Hall 206,"Extends and complements CS 4780 and CS 5780, giving in-depth coverage of new and advanced methods in machine learning.",Prerequisite: CS 4780 or CS 5780 or equivalents or permission of instructor.,Spring.,CS 6784,,,[],2254913.0,Kilian Weinberger,41.0,3.4,2.8,58.5366
124,90.0,CS,6785.0,Deep Probabilistic and Generative Models,Volodymyr Kuleshov,01:00PM,02:15PM,Bill and Melinda Gates Hll G11,"Generative models are a class of machine learning algorithms that define probability distributions over complex, high-dimensional objects such as images, sequences, and graphs. Recent advances in deep neural networks and optimization algorithms have significantly enhanced the capabilities of these models and renewed research interest in them. This course explores the foundational probabilistic principles of deep generative models, their learning algorithms, and popular model families, which include variational autoencoders, generative adversarial networks, autoregressive models, and normalizing flows. The course also covers applications in domains such as computer vision, natural language processing, and biomedicine, and draws connections to the field of reinforcement learning.","Prerequisite: CS 2110, MATH 1920, MATH 2940, MATH 4710, or permission of instructor.",Spring.,CS 6785,,,[],2625462.0,Volodymyr Kuleshov,0.0,0.0,0.0,-1.0
125,94.0,CS,7390.0,Database Seminar,Immanuel Trummer,01:00PM,02:15PM,Bill and Melinda Gates Hll 122,The database seminar is the weekly meeting of students and faculty interested in data management and data mining at Cornell. We typically discuss one or two papers on related topics per session. We focus on recent and seminal papers of general interest.,,"Fall, Spring.",CS 7390,,,[],2260768.0,Immanuel Trummer,11.0,3.5,3.4,54.5455
126,95.0,CS,7420.0,Special Topics in Computer Systems,Rachit Agarwal,01:00PM,02:15PM,Hollister Hall 206,"This course will allow students to gain an in-depth learning about a subarea in computer systems, either a classical one or an emerging one. Students will read and discuss recent papers in the selected subarea, and work on a collaborative project. Each offering of the course may choose a different subarea.",,Spring.,CS 7420,,,[],2209130.0,Rachit Agarwal,23.0,3.2,3.7,52.1739
